,instrument,pitch,path_to_audio
197,cello,Fs2,./data/philharmonia/all-samples/cello/cello_Fs2_05_piano_arco-normal.mp3
198,cello,C2,./data/philharmonia/all-samples/cello/cello_C2_1_forte_arco-normal.mp3
199,cello,Cs5,./data/philharmonia/all-samples/cello/cello_Cs5_15_mezzo-piano_arco-normal.mp3
200,cello,A4,./data/philharmonia/all-samples/cello/cello_A4_1_fortissimo_arco-normal.mp3
201,cello,Ds3,./data/philharmonia/all-samples/cello/cello_Ds3_15_pianissimo_arco-normal.mp3
202,cello,As2,./data/philharmonia/all-samples/cello/cello_As2_05_fortissimo_arco-normal.mp3
203,cello,C5,./data/philharmonia/all-samples/cello/cello_C5_phrase_piano_arco-sul-tasto.mp3
204,cello,Ds3,./data/philharmonia/all-samples/cello/cello_Ds3_025_piano_arco-normal.mp3
205,cello,Gs5,./data/philharmonia/all-samples/cello/cello_Gs5_15_fortissimo_arco-normal.mp3
206,cello,Gs2,./data/philharmonia/all-samples/cello/cello_Gs2_025_forte_arco-normal.mp3
207,cello,G2,./data/philharmonia/all-samples/cello/cello_G2_025_fortissimo_arco-normal.mp3
208,cello,B4,./data/philharmonia/all-samples/cello/cello_B4_05_forte_arco-normal.mp3
209,cello,A3,./data/philharmonia/all-samples/cello/cello_A3_05_forte_arco-normal.mp3
210,cello,D3,./data/philharmonia/all-samples/cello/cello_D3_1_pianissimo_arco-normal.mp3
211,cello,F2,./data/philharmonia/all-samples/cello/cello_F2_15_pianissimo_arco-normal.mp3
212,cello,B4,./data/philharmonia/all-samples/cello/cello_B4_025_pianissimo_arco-normal.mp3
213,cello,G4,./data/philharmonia/all-samples/cello/cello_G4_15_forte_arco-normal.mp3
214,cello,D3,./data/philharmonia/all-samples/cello/cello_D3_1_forte_arco-normal.mp3
215,cello,D3,./data/philharmonia/all-samples/cello/cello_D3_15_forte_arco-normal.mp3
216,cello,D4,./data/philharmonia/all-samples/cello/cello_D4_15_mezzo-piano_arco-normal.mp3
217,cello,G2,./data/philharmonia/all-samples/cello/cello_G2_05_fortissimo_arco-normal.mp3
218,cello,Ds3,./data/philharmonia/all-samples/cello/cello_Ds3_025_pianissimo_arco-normal.mp3
219,cello,Ds2,./data/philharmonia/all-samples/cello/cello_Ds2_1_fortissimo_arco-normal.mp3
220,cello,Fs2,./data/philharmonia/all-samples/cello/cello_Fs2_1_forte_arco-normal.mp3
221,cello,Fs2,./data/philharmonia/all-samples/cello/cello_Fs2_15_forte_arco-normal.mp3
222,cello,E2,./data/philharmonia/all-samples/cello/cello_E2_1_mezzo-piano_non-vibrato.mp3
223,cello,G4,./data/philharmonia/all-samples/cello/cello_G4_05_forte_arco-normal.mp3
224,cello,Ds5,./data/philharmonia/all-samples/cello/cello_Ds5_15_mezzo-piano_arco-normal.mp3
225,cello,Gs3,./data/philharmonia/all-samples/cello/cello_Gs3_15_piano_arco-normal.mp3
226,cello,D3,./data/philharmonia/all-samples/cello/cello_D3_05_forte_arco-normal.mp3
227,cello,B4,./data/philharmonia/all-samples/cello/cello_B4_15_forte_arco-normal.mp3
228,cello,D2,./data/philharmonia/all-samples/cello/cello_D2_025_pianissimo_arco-normal.mp3
229,cello,G4,./data/philharmonia/all-samples/cello/cello_G4_1_fortissimo_arco-normal.mp3
230,cello,A4,./data/philharmonia/all-samples/cello/cello_A4_phrase_mezzo-forte_arco-detache.mp3
231,cello,C2,./data/philharmonia/all-samples/cello/cello_C2_1_piano_arco-major-trill.mp3
232,cello,C5,./data/philharmonia/all-samples/cello/cello_C5_025_forte_arco-normal.mp3
233,cello,Ds5,./data/philharmonia/all-samples/cello/cello_Ds5_15_pianissimo_arco-normal.mp3
234,cello,As4,./data/philharmonia/all-samples/cello/cello_As4_05_fortissimo_arco-normal.mp3
235,cello,A3,./data/philharmonia/all-samples/cello/cello_A3_15_forte_arco-normal.mp3
236,cello,D2,./data/philharmonia/all-samples/cello/cello_D2_025_forte_arco-normal.mp3
237,cello,Cs5,./data/philharmonia/all-samples/cello/cello_Cs5_025_forte_arco-normal.mp3
238,cello,F3,./data/philharmonia/all-samples/cello/cello_F3_1_mezzo-piano_arco-minor-trill.mp3
239,cello,C6,./data/philharmonia/all-samples/cello/cello_C6_1_pianissimo_arco-normal.mp3
240,cello,Gs3,./data/philharmonia/all-samples/cello/cello_Gs3_15_fortissimo_arco-normal.mp3
241,cello,Gs3,./data/philharmonia/all-samples/cello/cello_Gs3_025_fortissimo_arco-normal.mp3
242,cello,Cs2,./data/philharmonia/all-samples/cello/cello_Cs2_1_forte_arco-normal.mp3
243,cello,As2,./data/philharmonia/all-samples/cello/cello_As2_05_mezzo-piano_arco-normal.mp3
244,cello,Fs5,./data/philharmonia/all-samples/cello/cello_Fs5_025_mezzo-piano_arco-normal.mp3
245,cello,Fs3,./data/philharmonia/all-samples/cello/cello_Fs3_1_fortissimo_arco-normal.mp3
246,cello,B3,./data/philharmonia/all-samples/cello/cello_B3_1_pianissimo_arco-normal.mp3
247,cello,F4,./data/philharmonia/all-samples/cello/cello_F4_15_pianissimo_arco-normal.mp3
248,cello,E5,./data/philharmonia/all-samples/cello/cello_E5_05_mezzo-piano_arco-normal.mp3
249,cello,Cs3,./data/philharmonia/all-samples/cello/cello_Cs3_025_pianissimo_arco-normal.mp3
250,cello,A4,./data/philharmonia/all-samples/cello/cello_A4_025_fortissimo_arco-normal.mp3
251,cello,A5,./data/philharmonia/all-samples/cello/cello_A5_1_mezzo-forte_arco-harmonic.mp3
252,cello,F2,./data/philharmonia/all-samples/cello/cello_F2_phrase_mezzo-forte_arco-spiccato.mp3
253,cello,D5,./data/philharmonia/all-samples/cello/cello_D5_1_fortissimo_arco-normal.mp3
254,cello,Gs5,./data/philharmonia/all-samples/cello/cello_Gs5_025_fortissimo_arco-normal.mp3
255,cello,D4,./data/philharmonia/all-samples/cello/cello_D4_phrase_fortissimo_arco-tremolo.mp3
256,cello,G2,./data/philharmonia/all-samples/cello/cello_G2_phrase_mezzo-forte_arco-staccato.mp3
257,cello,As4,./data/philharmonia/all-samples/cello/cello_As4_05_mezzo-piano_arco-normal.mp3
258,cello,F5,./data/philharmonia/all-samples/cello/cello_F5_05_pianissimo_arco-normal.mp3
259,cello,B4,./data/philharmonia/all-samples/cello/cello_B4_15_mezzo-piano_arco-normal.mp3
260,cello,D4,./data/philharmonia/all-samples/cello/cello_D4_025_pianissimo_arco-normal.mp3
261,cello,Gs3,./data/philharmonia/all-samples/cello/cello_Gs3_15_forte_arco-normal.mp3
262,cello,Fs2,./data/philharmonia/all-samples/cello/cello_Fs2_15_piano_arco-normal.mp3
263,cello,C2,./data/philharmonia/all-samples/cello/cello_C2_1_mezzo-piano_non-vibrato.mp3
264,cello,G5,./data/philharmonia/all-samples/cello/cello_G5_15_fortissimo_arco-normal.mp3
265,cello,Ds4,./data/philharmonia/all-samples/cello/cello_Ds4_1_pianissimo_arco-normal.mp3
266,cello,Cs5,./data/philharmonia/all-samples/cello/cello_Cs5_025_pianissimo_arco-normal.mp3
267,cello,Ds4,./data/philharmonia/all-samples/cello/cello_Ds4_05_pianissimo_arco-normal.mp3
268,cello,As5,./data/philharmonia/all-samples/cello/cello_As5_15_fortissimo_arco-normal.mp3
269,cello,A2,./data/philharmonia/all-samples/cello/cello_A2_025_fortissimo_arco-normal.mp3
270,cello,F4,./data/philharmonia/all-samples/cello/cello_F4_025_forte_arco-normal.mp3
271,cello,G2,./data/philharmonia/all-samples/cello/cello_G2_phrase_mezzo-forte_arco-spiccato.mp3
272,cello,F3,./data/philharmonia/all-samples/cello/cello_F3_1_mezzo-piano_arco-normal.mp3
273,cello,A2,./data/philharmonia/all-samples/cello/cello_A2_1_pianissimo_arco-normal.mp3
274,cello,E5,./data/philharmonia/all-samples/cello/cello_E5_1_mezzo-piano_arco-major-trill.mp3
275,cello,F2,./data/philharmonia/all-samples/cello/cello_F2_phrase_mezzo-forte_arco-staccato.mp3
